key,template_x,itemname,value_type,description,application,discovery_rule,template_y,units
system.hw.serialnumber[tmnxHwSerialNumber.{#SNMPINDEX}],['Template Net Alcatel Timetra TiMOS SNMPv2'],{#ENT_NAME}: Hardware serial number,1,MIB: TIMETRA-CHASSIS-MIB,Inventory,Entity Serial Numbers Discovery,Template Net Alcatel Timetra TiMOS SNMPv2,
system.hw.model[entPhysicalModelName.{#SNMPINDEX}],"['Template Net Arista SNMPv2', 'Template Net Mellanox SNMPv2']",{#ENT_NAME}: Hardware model name,1,MIB: ENTITY-MIB,Inventory,Entity Discovery,Template Net Arista SNMPv2,
system.hw.serialnumber[snChasUnitSerNum.{#SNMPINDEX}],['Template Net Brocade_Foundry Stackable SNMPv2'],Unit {#SNMPVALUE}: Hardware serial number,1,"MIB: FOUNDRY-SN-AGENT-MIB
The serial number of the chassis for each unit. If the serial number is unknown or unavailable then the value should be a zero length string.",Inventory,Chassis Discovery,Template Net Brocade_Foundry Stackable SNMPv2,
system.hw.model[snStackingConfigUnitType.{#SNMPINDEX}],['Template Net Brocade_Foundry Stackable SNMPv2'],Unit {#SNMPINDEX}: Hardware model name,1,"MIB: FOUNDRY-SN-STACKING-MIB
A description of the configured/active system type for each unit.",Inventory,Stack Discovery,Template Net Brocade_Foundry Stackable SNMPv2,
system.hw.firmware[entPhysicalFirmwareRev.{#SNMPINDEX}],['Template Net HP Comware HH3C SNMPv2'],{#ENT_NAME}: Firmware version,1,MIB: ENTITY-MIB,Inventory,Entity Discovery,Template Net HP Comware HH3C SNMPv2,
system.hw.model[entPhysicalDescr.{#SNMPINDEX}],"['Template Net Huawei VRP SNMPv2', 'Template Net HP Enterprise Switch SNMPv2']",{#ENT_NAME}: Hardware model name,1,MIB: ENTITY-MIB,Inventory,Entity Discovery,Template Net Huawei VRP SNMPv2,
system.hw.serialnumber[icsChassisSystemUnitFruSerialNumber.{#SNMPINDEX}],['Template Net Intel_Qlogic Infiniband SNMPv2'],{#ENT_NAME}: Hardware serial number,1,"MIB: ICS-CHASSIS-MIB
The serial number of the FRU.  If not available, this value is a zero-length string.",Inventory,Unit Discovery,Template Net Intel_Qlogic Infiniband SNMPv2,
iptstate.udp,['Template App OpenStack Iptables Stats'],total udp,3,,Iptables Stats,,Template App OpenStack Iptables Stats,Packets
iptstate.tcp.timewait,['Template App OpenStack Iptables Stats'],tcp timewait,3,,Iptables Stats,,Template App OpenStack Iptables Stats,Packets
iptstate.tcp.syn,['Template App OpenStack Iptables Stats'],tcp syn,3,,Iptables Stats,,Template App OpenStack Iptables Stats,Packets
iptstate.tcp.established,['Template App OpenStack Iptables Stats'],tcp established,3,,Iptables Stats,,Template App OpenStack Iptables Stats,Packets
iptstate.tcp.close,['Template App OpenStack Iptables Stats'],tcp close,3,,Iptables Stats,,Template App OpenStack Iptables Stats,Packets
iptstate.tcp,['Template App OpenStack Iptables Stats'],total tcp,3,,Iptables Stats,,Template App OpenStack Iptables Stats,Packets
iptstate.other,['Template App OpenStack Iptables Stats'],total other,3,,Iptables Stats,,Template App OpenStack Iptables Stats,Packets
iptstate.icmp,['Template App OpenStack Iptables Stats'],total icmp,3,,Iptables Stats,,Template App OpenStack Iptables Stats,Packets
"net.tcp.service[http,{$IP_MANAGEMENT},5000]",['Template App OpenStack Keystone'],Keystone API Server is listening on port,3,,Keystone,,Template App OpenStack Keystone,
"proc.num[,keystone,,keystone]",['Template App OpenStack Keystone'],Keystone Admin Server process is running,3,,Keystone,,Template App OpenStack Keystone,
"net.tcp.service[http,{$IP_MANAGEMENT},35357]",['Template App OpenStack Keystone'],Keystone Admin API Server is listening on port,3,,Keystone,,Template App OpenStack Keystone,
keystone.api.status,['Template App OpenStack Keystone API check'],Keystone API test succeeded,3,,Keystone API check,,Template App OpenStack Keystone API check,
keystone.service.api.status,['Template App OpenStack Keystone API check'],Keystone Service API test succeeded,3,,Keystone API check,,Template App OpenStack Keystone API check,
net.tcp.service[ldap],['Template App LDAP Service'],LDAP service is running,3,,LDAP service,,Template App LDAP Service,
"proc.num[libvirtd,root,,]",['Template App OpenStack Libvirt'],Libvirtd process is running,3,,Libvirt,,Template App OpenStack Libvirt,
vmware.eventlog[{$URL}],['Template VM VMware'],Event log,2,,Log,,Template VM VMware,
mdadm.status[{#MDEVICE}],['Template OpenStack OS Linux'],/dev/{#MDEVICE} device status,4,,MD Raid,MD devices discovery,Template OpenStack OS Linux,
"memcache[{$IP_MANAGEMENT},cmd_total]",['Template App OpenStack Memcache'],Total number of retrieval and storage requests per second,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},cmd_get]",['Template App OpenStack Memcache'],Number of retrieval requests per second,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},evictions]",['Template App OpenStack Memcache'],Items removed to free memory per second,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},bytes]",['Template App OpenStack Memcache'],Current number of bytes used to store items,3,,Memcache,,Template App OpenStack Memcache,B
"memcache[{$IP_MANAGEMENT},connection_structures]",['Template App OpenStack Memcache'],Number of connection structures allocated by the server,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},curr_connections]",['Template App OpenStack Memcache'],Number of open connections,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},curr_items]",['Template App OpenStack Memcache'],Current number of items stored,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},cmd_set]",['Template App OpenStack Memcache'],Number of storage requests per second,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},bytes_written]",['Template App OpenStack Memcache'],Bytes sent by this server per second,3,,Memcache,,Template App OpenStack Memcache,B
"memcache[{$IP_MANAGEMENT},total_connections]",['Template App OpenStack Memcache'],Number of connections opened per second,3,,Memcache,,Template App OpenStack Memcache,
"net.tcp.service[tcp,{$IP_MANAGEMENT},11211]",['Template App OpenStack Memcache'],Memcache service is running,3,,Memcache,,Template App OpenStack Memcache,
"proc.num[memcached,,,]",['Template App OpenStack Memcache'],Memcached process is running,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},threads]",['Template App OpenStack Memcache'],Number of worker threads requested,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},rusage_user]",['Template App OpenStack Memcache'],User time for this process,0,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},rusage_system]",['Template App OpenStack Memcache'],System time for this process,0,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},pid]",['Template App OpenStack Memcache'],Process id of this server process,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},total_items]",['Template App OpenStack Memcache'],Number of new items stored per second,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},uptime]",['Template App OpenStack Memcache'],Number of seconds since the server started,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},limit_maxbytes]",['Template App OpenStack Memcache'],Bytes this server is allowed to use for storage,3,,Memcache,,Template App OpenStack Memcache,B
"memcache[{$IP_MANAGEMENT},get_misses]",['Template App OpenStack Memcache'],Items requested and not found per second,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},get_hits]",['Template App OpenStack Memcache'],Keys requested and found present per second,3,,Memcache,,Template App OpenStack Memcache,
"memcache[{$IP_MANAGEMENT},bytes_read]",['Template App OpenStack Memcache'],Bytes read by this server per second,3,,Memcache,,Template App OpenStack Memcache,B
"vmware.vm.memory.size.usage.host[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Host memory usage,3,"The amount of host physical memory allocated to the VM, accounting for saving from memory sharing with other VMs.",Memory,,Template VM VMware Guest,B
"vmware.vm.memory.size[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Memory size,3,Total size of configured memory.,Memory,,Template VM VMware Guest,B
"vmware.vm.memory.size.swapped[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Swapped memory,3,The amount of guest physical memory swapped out to the VM's swap device by ESX.,Memory,,Template VM VMware Guest,B
"vmware.vm.memory.size.shared[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Shared memory,3,The amount of guest physical memory shared through transparent page sharing.,Memory,,Template VM VMware Guest,B
"system.stat[kthr,b]",['Template OS AIX'],Length of the swap queue,0,,Memory,,Template OS AIX,
"system.stat[memory,fre]",['Template OS AIX'],Free real memory,3,,Memory,,Template OS AIX,
"vmware.vm.memory.size.usage.guest[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Guest memory usage,3,The amount of guest physical memory that is being used by the VM.,Memory,,Template VM VMware Guest,B
vm.memory.size[total],"['Template OS AIX', 'Template OpenStack OS Linux', 'Template OS Windows', 'Template OS Solaris', 'Template OS Linux', 'Template OS Linux_MySQL', 'Template OS OpenBSD', 'Template OS Linux noswap', 'Template OS Linux APM', 'Template OS Mac OS X', 'Template OS HP-UX', 'Template OS FreeBSD']",Total memory,3,,Memory,,Template OS AIX,B
"system.stat[page,fi]",['Template OS AIX'],File page-ins per second,0,,Memory,,Template OS AIX,
vm.memory.pused[memoryUsedPercentage.0],['Template Net Netgear Fastpath SNMPv2'],Memory utilization,0,Memory utilization in %,Memory,,Template Net Netgear Fastpath SNMPv2,%
"system.swap.size[,free]","['Template OS FreeBSD', 'Template OS Solaris', 'Template OpenStack OS Linux', 'Template OS Windows', 'Template OS OpenBSD', 'Template OS Linux_MySQL', 'Template OS Linux']",Free swap space,3,,Memory,,Template OS FreeBSD,B
"system.stat[page,fo]",['Template OS AIX'],File page-outs per second,0,,Memory,,Template OS AIX,
"system.stat[page,po]",['Template OS AIX'],Pages paged out to paging space,0,,Memory,,Template OS AIX,
"system.stat[page,pi]",['Template OS AIX'],Pages paged in from paging space,0,,Memory,,Template OS AIX,
"system.stat[page,fr]",['Template OS AIX'],Pages freed (page replacement),0,,Memory,,Template OS AIX,
vm.memory.size[available],"['Template OS AIX', 'Template OpenStack OS Linux', 'Template OS Solaris', 'Template OS Linux noswap', 'Template OS OpenBSD', 'Template OS Mac OS X', 'Template OS Linux_MySQL', 'Template OS Linux APM', 'Template OS Linux', 'Template OS FreeBSD', 'Template OS HP-UX']",Available memory,3,Available memory is defined as free+cached+buffers memory.,Memory,,Template OS AIX,B
"system.stat[page,sr]",['Template OS AIX'],Pages scanned by page-replacement algorithm,0,,Memory,,Template OS AIX,
"system.stat[memory,avm]",['Template OS AIX'],Active virtual pages,3,,Memory,,Template OS AIX,
"system.swap.size[,total]","['Template OS Windows', 'Template OS Solaris', 'Template OpenStack OS Linux', 'Template OS FreeBSD', 'Template OS OpenBSD', 'Template OS Linux_MySQL', 'Template OS Linux noswap', 'Template OS Linux', 'Template OS Linux APM']",Total swap space,3,,Memory,,Template OS Windows,B
"vmware.vm.memory.size.compressed[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Compressed memory,3,The amount of memory currently in the compression cache for this VM.,Memory,,Template VM VMware Guest,B
vm.memory.pused[agentDRAMutilization.{#SNMPINDEX}],['Template Net D-Link DES_DGS Switch SNMPv2'],#{#SNMPVALUE}: Memory utilization,0,"MIB: DLINK-AGENT-MIB
The percentage of used DRAM memory of the total DRAM memory available.The value will be between 0%(idle) and 100%(very busy)",Memory,Memory Discovery,Template Net D-Link DES_DGS Switch SNMPv2,%
vm.memory.total[memTotal],['Template Net Ubiquiti AirOS SNMPv1'],Total memory,3,"MIB: FROGFOOT-RESOURCES-MIB
Total memory in Bytes",Memory,,Template Net Ubiquiti AirOS SNMPv1,B
vm.memory.pused[memoryUsedPercentage],['Template Net Ubiquiti AirOS SNMPv1'],Memory utilization,0,Memory utilization in %,Memory,,Template Net Ubiquiti AirOS SNMPv1,%
vm.memory.free[memFree],['Template Net Ubiquiti AirOS SNMPv1'],Available memory,3,MIB: FROGFOOT-RESOURCES-MIB,Memory,,Template Net Ubiquiti AirOS SNMPv1,B
vm.memory.free[sgiKbMemoryAvailable.0],['Template Net Alcatel Timetra TiMOS SNMPv2'],Available memory,3,"MIB: TIMETRA-SYSTEM-MIB
The value of sgiKbMemoryAvailable indicates the amount of freememory, in kilobytes, in the overall system that is not allocated to memory pools, but is available in case a memory pool needs to grow.",Memory,,Template Net Alcatel Timetra TiMOS SNMPv2,B
vm.memory.pused[vm.memory.pused.0],"['Template Net Alcatel Timetra TiMOS SNMPv2', 'Template Net QTech QSW SNMPv2']",Memory utilization,0,Memory utilization in %,Memory,,Template Net Alcatel Timetra TiMOS SNMPv2,%
vm.memory.used[sgiKbMemoryUsed.0],['Template Net Alcatel Timetra TiMOS SNMPv2'],Used memory,3,"MIB: TIMETRA-SYSTEM-MIB
The value of sgiKbMemoryUsed indicates the total pre-allocated pool memory, in kilobytes, currently in use on the system.",Memory,,Template Net Alcatel Timetra TiMOS SNMPv2,B
vm.memory.pused[swMemUsage.0],['Template Net Brocade FC SNMPv2'],Memory utilization,0,"MIB: SW-MIB
Memory utilization in %",Memory,,Template Net Brocade FC SNMPv2,%
vm.memory.used[switchMemoryBusy.0],['Template Net QTech QSW SNMPv2'],Used memory,3,"MIB: QTECH-MIB
Used memory in Bytes",Memory,,Template Net QTech QSW SNMPv2,B
vm.memory.total[switchMemorySize.0],['Template Net QTech QSW SNMPv2'],Total memory,3,"MIB: QTECH-MIB
Total memory in Bytes",Memory,,Template Net QTech QSW SNMPv2,B
vm.memory.pused[memoryUsedPercentage.Memory],['Template Net Mikrotik SNMPv2'],Memory utilization,0,Memory utilization in %,Memory,,Template Net Mikrotik SNMPv2,%
vm.memory.total[hrStorageSize.Memory],['Template Net Mikrotik SNMPv2'],Total memory,3,"MIB: HOST-RESOURCES-MIB
The size of the storage represented by this entry, in
units of hrStorageAllocationUnits. This object is
writable to allow remote configuration of the size of
the storage area in those cases where such an
operation makes sense and is possible on the
underlying system. For example, the amount of main
memory allocated to a buffer pool might be modified or
the amount of disk space allocated to virtual memory
might be modified.",Memory,,Template Net Mikrotik SNMPv2,B
vm.memory.used[hrStorageUsed.Memory],['Template Net Mikrotik SNMPv2'],Used memory,3,"MIB: HOST-RESOURCES-MIB
The amount of the storage represented by this entry that is allocated, in units of hrStorageAllocationUnits.",Memory,,Template Net Mikrotik SNMPv2,B
vm.memory.free[agentSwitchCpuProcessMemFree.0],['Template Net Netgear Fastpath SNMPv2'],Available memory,3,"MIB: FASTPATH-SWITCHING-MIB
The total memory freed for utilization.",Memory,,Template Net Netgear Fastpath SNMPv2,B
vm.memory.pused[snAgGblDynMemUtil.0],['Template Module Brocade_Foundry Performance SNMPv2'],Memory utilization,0,"MIB: FOUNDRY-SN-AGENT-MIB
The system dynamic memory utilization, in unit of percentage.
Deprecated: Refer to snAgSystemDRAMUtil.
For NI platforms, refer to snAgentBrdMemoryUtil100thPercent",Memory,,Template Module Brocade_Foundry Performance SNMPv2,%
Available_memory,['Template OpenStack OS Linux'],物理内存可用率,3,,Memory,,Template OpenStack OS Linux,%
"system.swap.size[,pfree]","['Template OS Solaris', 'Template OpenStack OS Linux', 'Template OS FreeBSD', 'Template OS OpenBSD', 'Template OS Linux', 'Template OS Linux_MySQL']",Free swap space in %,0,,Memory,,Template OS Solaris,%
"vmware.vm.memory.size.ballooned[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Ballooned memory,3,The amount of guest physical memory that is currently reclaimed through the balloon driver.,Memory,,Template VM VMware Guest,B
vm.memory.pused[memoryUsedPercentage.{#SNMPINDEX}],"['Template Net Arista SNMPv2', 'Template Module HOST-RESOURCES-MIB SNMPv1', 'Template Module HOST-RESOURCES-MIB SNMPv2']",#{#SNMPINDEX}: Memory utilization,0,Memory utilization in %,Memory,Memory Discovery,Template Net Arista SNMPv2,%
"vmware.vm.memory.size.private[{$URL},{HOST.HOST}]",['Template VM VMware Guest'],Private memory,3,Amount of memory backed by host memory and not being shared.,Memory,,Template VM VMware Guest,B
vm.memory.size[free],['Template OS Windows'],Free memory,3,,Memory,,Template OS Windows,B
vm.memory.pused[myMemoryPoolCurrentUtilization.{#SNMPINDEX}],['Template Net D-Link DES 7200 SNMPv2'],Memory utilization,0,"MIB: MY-MEMORY-MIB
This is the memory pool utilization currently.",Memory,Memory Discovery,Template Net D-Link DES 7200 SNMPv2,%
vm.vmemory.size[pavailable],['Template OS Windows'],"Free virtual memory, in %",0,,Memory,,Template OS Windows,%
vm.memory.total[agentSwitchCpuProcessMemAvailable.0],['Template Net Netgear Fastpath SNMPv2'],Total memory,3,"MIB: FASTPATH-SWITCHING-MIB
The total Memory allocated for the tasks",Memory,,Template Net Netgear Fastpath SNMPv2,B
vm.memory.free[ciscoMemoryPoolFree.{#SNMPINDEX}],['Template Module Cisco CISCO-MEMORY-POOL-MIB SNMPv2'],{#SNMPVALUE}: Available memory,3,"MIB: CISCO-MEMORY-POOL-MIB
Indicates the number of bytes from the memory pool that are currently unused on the managed device. Note that the sum of ciscoMemoryPoolUsed and ciscoMemoryPoolFree is the total amount of memory in the pool
Reference: http://www.cisco.com/c/en/us/support/docs/ip/simple-network-management-protocol-snmp/15216-contiguous-memory.html",Memory,Memory Discovery,Template Module Cisco CISCO-MEMORY-POOL-MIB SNMPv2,B
vm.memory.pused[tpSysMonitorMemoryUtilization.{#SNMPINDEX}],['Template Net TP-LINK SNMPv2'],#{#SNMPVALUE}: Memory utilization,0,"MIB: TPLINK-SYSMONITOR-MIB
Displays the memory utilization.
Reference: http://www.tp-link.com/faq-1330.html",Memory,Memory Discovery,Template Net TP-LINK SNMPv2,%
"vmware.hv.memory.used[{$URL},{HOST.HOST}]",['Template VM VMware Hypervisor'],Used memory,3,Physical memory usage on the host.,Memory,,Template VM VMware Hypervisor,B
"vmware.hv.memory.size.ballooned[{$URL},{HOST.HOST}]",['Template VM VMware Hypervisor'],Ballooned memory,3,The amount of guest physical memory that is currently reclaimed through the balloon driver. Sum of all guest VMs.,Memory,,Template VM VMware Hypervisor,B
vm.memory.free[hpLocalMemFreeBytes.{#SNMPINDEX}],['Template Net HP Enterprise Switch SNMPv2'],#{#SNMPVALUE}: Available memory,3,"MIB: NETSWITCH-MIB
The number of available (unallocated) bytes.",Memory,Memory Discovery,Template Net HP Enterprise Switch SNMPv2,B
"jmx[""java.lang:type=Memory"",NonHeapMemoryUsage.max]",['Template App Generic Java JMX'],mem Non-Heap Memory max,3,,Memory,,Template App Generic Java JMX,B
"jmx[""java.lang:type=Memory"",ObjectPendingFinalizationCount]",['Template App Generic Java JMX'],mem Object Pending Finalization Count,3,,Memory,,Template App Generic Java JMX,
"jmx[""java.lang:type=Memory"",NonHeapMemoryUsage.used]",['Template App Generic Java JMX'],mem Non-Heap Memory used,3,,Memory,,Template App Generic Java JMX,B
"jmx[""java.lang:type=Memory"",NonHeapMemoryUsage.committed]",['Template App Generic Java JMX'],mem Non-Heap Memory committed,3,,Memory,,Template App Generic Java JMX,B
"jmx[""java.lang:type=Memory"",HeapMemoryUsage.max]",['Template App Generic Java JMX'],mem Heap Memory max,3,,Memory,,Template App Generic Java JMX,B
"jmx[""java.lang:type=Memory"",HeapMemoryUsage.committed]",['Template App Generic Java JMX'],mem Heap Memory committed,3,,Memory,,Template App Generic Java JMX,B
"jmx[""java.lang:type=Memory"",HeapMemoryUsage.used]",['Template App Generic Java JMX'],mem Heap Memory used,3,,Memory,,Template App Generic Java JMX,B
vm.memory.free[extremeMemoryMonitorSystemFree.{#SNMPINDEX}],['Template Net Extreme EXOS SNMPv2'],#{#SNMPVALUE}: Available memory,3,"MIB: EXTREME-SOFTWARE-MONITOR-MIB
Total amount of free memory in Kbytes in the system.",Memory,Memory Discovery,Template Net Extreme EXOS SNMPv2,B
"jmx[""java.lang:type=MemoryPool,name=CMS Old Gen"",Usage.used]",['Template App Generic Java JMX'],mp CMS Old Gen used,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=PS Perm Gen"",Usage.max]",['Template App Generic Java JMX'],mp PS Perm Gen max,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=CMS Old Gen"",Usage.committed]",['Template App Generic Java JMX'],mp CMS Old Gen committed,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=CMS Old Gen"",Usage.max]",['Template App Generic Java JMX'],mp CMS Old Gen max,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=CMS Perm Gen"",Usage.committed]",['Template App Generic Java JMX'],mp CMS Perm Gen committed,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=PS Perm Gen"",Usage.used]",['Template App Generic Java JMX'],mp PS Perm Gen used,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=CMS Perm Gen"",Usage.used]",['Template App Generic Java JMX'],mp CMS Perm Gen used,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Code Cache"",Usage.committed]",['Template App Generic Java JMX'],mp Code Cache committed,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Code Cache"",Usage.max]",['Template App Generic Java JMX'],mp Code Cache max,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Code Cache"",Usage.used]",['Template App Generic Java JMX'],mp Code Cache used,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Tenured Gen"",Usage.committed]",['Template App Generic Java JMX'],mp Tenured Gen committed,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Perm Gen"",Usage.committed]",['Template App Generic Java JMX'],mp Perm Gen committed,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Perm Gen"",Usage.max]",['Template App Generic Java JMX'],mp Perm Gen max,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Perm Gen"",Usage.used]",['Template App Generic Java JMX'],mp Perm Gen used,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Tenured Gen"",Usage.max]",['Template App Generic Java JMX'],mp Tenured Gen max,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=PS Old Gen"",Usage.max]",['Template App Generic Java JMX'],mp PS Old Gen max,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=CMS Perm Gen"",Usage.max]",['Template App Generic Java JMX'],mp CMS Perm Gen max,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=Tenured Gen"",Usage.used]",['Template App Generic Java JMX'],mp Tenured Gen used,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=PS Perm Gen"",Usage.committed]",['Template App Generic Java JMX'],mp PS Perm Gen committed,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=PS Old Gen"",Usage.used]",['Template App Generic Java JMX'],mp PS Old Gen used,3,,Memory pool,,Template App Generic Java JMX,B
"jmx[""java.lang:type=MemoryPool,name=PS Old Gen"",Usage.committed]",['Template App Generic Java JMX'],mp PS Old Gen committed,3,,Memory pool,,Template App Generic Java JMX,B
MySQL.Binlog-cache-disk-use,['Percona MySQL Server Template'],Binlog Cache Disk Use,0,MySQL Binlog Cache Disk Use,MySQL,,Percona MySQL Server Template,B
MySQL.Binlog-cache-use,['Percona MySQL Server Template'],Binlog Cache Use,0,MySQL Binlog Cache Use,MySQL,,Percona MySQL Server Template,B
MySQL.Query-time-total-02,['Percona MySQL Server Template'],Query Time Total 02,0,MySQL Query Time Total 02,MySQL,,Percona MySQL Server Template,
MySQL.Bytes-received,['Percona MySQL Server Template'],Bytes Received,0,MySQL Bytes Received,MySQL,,Percona MySQL Server Template,B
MySQL.Query-time-total-01,['Percona MySQL Server Template'],Query Time Total 01,0,MySQL Query Time Total 01,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-10,['Percona MySQL Server Template'],Query Time Count 10,0,MySQL Query Time Count 10,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-13,['Percona MySQL Server Template'],Query Time Count 13,0,MySQL Query Time Count 13,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-12,['Percona MySQL Server Template'],Query Time Count 12,0,MySQL Query Time Count 12,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-11,['Percona MySQL Server Template'],Query Time Count 11,0,MySQL Query Time Count 11,MySQL,,Percona MySQL Server Template,
MySQL.Bytes-sent,['Percona MySQL Server Template'],Bytes Sent,0,MySQL Bytes Sent,MySQL,,Percona MySQL Server Template,B
MySQL.Com-delete,['Percona MySQL Server Template'],Com Delete,0,MySQL Com Delete,MySQL,,Percona MySQL Server Template,
MySQL.Com-delete-multi,['Percona MySQL Server Template'],Com Delete Multi,0,MySQL Com Delete Multi,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-09,['Percona MySQL Server Template'],Query Time Count 09,0,MySQL Query Time Count 09,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-08,['Percona MySQL Server Template'],Query Time Count 08,0,MySQL Query Time Count 08,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-07,['Percona MySQL Server Template'],Query Time Count 07,0,MySQL Query Time Count 07,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-06,['Percona MySQL Server Template'],Query Time Count 06,0,MySQL Query Time Count 06,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-05,['Percona MySQL Server Template'],Query Time Count 05,0,MySQL Query Time Count 05,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-00,['Percona MySQL Server Template'],Query Time Total 00,0,MySQL Query Time Total 00,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-total-04,['Percona MySQL Server Template'],Query Time Total 04,0,MySQL Query Time Total 04,MySQL,,Percona MySQL Server Template,
MySQL.innodb-log-buffer-size,['Percona MySQL Server Template'],Innodb Log Buffer Size,0,MySQL Innodb Log Buffer Size,MySQL,,Percona MySQL Server Template,B
MySQL.Query-time-total-06,['Percona MySQL Server Template'],Query Time Total 06,0,MySQL Query Time Total 06,MySQL,,Percona MySQL Server Template,
MySQL.Query-time-count-04,['Percona MySQL Server Template'],Query Time Count 04,0,MySQL Query Time Count 04,MySQL,,Percona MySQL Server Template,
MySQL.Aborted-clients,['Percona MySQL Server Template'],Aborted Clients,0,MySQL Aborted Clients,MySQL,,Percona MySQL Server Template,
MySQL.Aborted-connects,['Percona MySQL Server Template'],Aborted Connects,0,MySQL Aborted Connects,MySQL,,Percona MySQL Server Template,
MySQL.rows-deleted,['Percona MySQL Server Template'],Rows Deleted,0,MySQL Rows Deleted,MySQL,,Percona MySQL Server Template,
MySQL.active-transactions,['Percona MySQL Server Template'],Active Transactions,0,MySQL Active Transactions,MySQL,,Percona MySQL Server Template,
MySQL.adaptive-hash-memory,['Percona MySQL Server Template'],Adaptive Hash Memory,0,MySQL Adaptive Hash Memory,MySQL,,Percona MySQL Server Template,B
MySQL.additional-pool-alloc,['Percona MySQL Server Template'],Additional Pool Alloc,0,MySQL Additional Pool Alloc,MySQL,,Percona MySQL Server Template,B
MySQL.binary-log-space,['Percona MySQL Server Template'],Binary Log Space,0,MySQL Binary Log Space,MySQL,,Percona MySQL Server Template,B
MySQL.relay-log-space,['Percona MySQL Server Template'],Relay Log Space,0,MySQL Relay Log Space,MySQL,,Percona MySQL Server Template,B
